"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000242894",34.3342812144863,-3.6974092108934,0.504461605115449,-7.32941649750972,2.31156953215297e-13,9.8195473725858e-10
"ENSG00000244642",16.7287925959682,-4.47672369573797,0.622099039925099,-7.19615914578002,6.19323388545593e-13,1.31544287727084e-09
"ENSG00000202347",8.81859241586605,-3.64107482298863,0.626123178303113,-5.81526918210644,6.053639144221e-09,8.57195302821693e-06
"ENSG00000238793",56.9411028792963,2.67712245488869,0.53200633100013,5.03212518139758,4.85072343333334e-07,0.000412117462896
"ENSG00000240106",6.49395568083261,-3.42343535291075,0.680120813436813,-5.03356945600784,4.81430272431648e-07,0.000412117462896
"ENSG00000238531",1182.1957166422,2.55156790767475,0.512586461919841,4.9778292975552,6.43013259412788e-07,0.000455253387664254
"ENSG00000202198",78.5351434104193,2.61799125081999,0.541233897553883,4.83707924180664,1.31760909811634e-06,0.000799600492685459
"ENSG00000207175",24.6966613798896,-1.810871406033,0.380806932809379,-4.75535304116817,1.98099922650294e-06,0.00105191058927306
"ENSG00000222076",19.1682437305441,-2.09838104737043,0.445015428916479,-4.71529954024191,2.41355413134408e-06,0.00113919754999441
"ENSG00000243700",4.79555487503315,-3.21222655268795,0.696853857475426,-4.60961293136162,4.03419349990721e-06,0.00171372539876058
"ENSG00000234741",123538.536124615,2.1094538594809,0.482151833631881,4.37508210554987,1.21386779861141e-05,0.00468773673500115
"ENSG00000176986",13.1965544197485,2.01680558042282,0.469055742028397,4.29971408451647,1.71018601117527e-05,0.00605405847956046
"ENSG00000202400",1658.09441295827,2.10559143855206,0.506097329064854,4.16044764046213,3.17624431202922e-05,0.0103789891057693
"ENSG00000242360",4.04654309198769,-3.09184743392064,0.748943741530084,-4.12827728235505,3.65491213561716e-05,0.0107493885988882
"ENSG00000233998",5.11845487037806,2.94104413978246,0.713918988055857,4.11957685533971,3.79568806457916e-05,0.0107493885988882
"ENSG00000240474",5.08219919484869,-2.56038192347913,0.624213128687784,-4.10177518832638,4.09992519818325e-05,0.0108853014011765
"ENSG00000222345",1145.19498741416,2.22711877515405,0.553553155915009,4.02331510778342,5.73846368491437e-05,0.014339408078539
"ENSG00000207047",475.272524632289,1.43280408013482,0.363808814175938,3.93834350434926,8.20460796239412e-05,0.0193628747912501
"ENSG00000147955",7.0443511414331,-2.14361184571641,0.547710132626815,-3.91377065718259,9.0865943998186e-05,0.0203157121107523
"ENSG00000276584",10.153929595324,-1.9389950317824,0.497236482975091,-3.89954297034059,9.6374432838017e-05,0.0204699295347948
"ENSG00000221539",1049.36835763024,1.39365724743639,0.360089156616126,3.87031162096919,0.000108696322036428,0.0209882716368521
"ENSG00000222650",8.20445649217333,-1.98908442593018,0.512483366165295,-3.88126631467807,0.000103913972364917,0.0209882716368521
